id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
19580,"Cárdenas-Palomo, N., J. Herrera-Silveira, et al. (2015). "Distribution and feeding habitat characterization of whale sharks Rhincodon typus in a protected area in the north Caribbean Sea." Journal of Fish Biology 86(2): 668-686",Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,typus,,"Smith, 1828",Whale shark,"Contoy, northeast of the Yucatan Peninsula, Mexico","Mexico",Latin America and Caribbean,21.563046,-86.844395,true,Marine,Unknown,Atlantic tropical and subtropical,Yes,No,No,Sightings per unit effort (100 km2),Aerial survey,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,62,95,12,7,,,,,,
